kode,cmg,tipe,nomor,keparahan,deskripsi,regional,kelas_rs,kepemilikan,rawat,tarif_kelas3,tarif_kelas2,tarif_kelas1
G-4-11-II,G,4,11,II,TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF (SEDANG),3,B,SWASTA,INAP,6480400,7549700,8619000
G-4-11-III,G,4,11,III,TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF (BERAT),3,B,SWASTA,INAP,9521900,11093000,12664100
G-4-12-I,G,4,12,I,SKLEROSIS MULTIPLE & ATAXIA CEREBELAR (RINGAN),3,B,SWASTA,INAP,5476200,6379800,7283300
G-4-12-II,G,4,12,II,SKLEROSIS MULTIPLE & ATAXIA CEREBELAR (SEDANG),3,B,SWASTA,INAP,7548500,8794000,10039500
G-4-12-III,G,4,12,III,SKLEROSIS MULTIPLE & ATAXIA CEREBELAR (BERAT),3,B,SWASTA,INAP,12186200,14196900,16207600
G-4-13-I,G,4,13,I,PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK (RINGAN),3,B,SWASTA,INAP,4435700,5167600,5899500
G-4-13-II,G,4,13,II,PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK (SEDANG),3,B,SWASTA,INAP,6079900,7083000,8086200
G-4-13-III,G,4,13,III,PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK (BERAT),3,B,SWASTA,INAP,7615500,8872100,10128600
G-4-14-I,G,4,14,I,KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK (RINGAN),3,B,SWASTA,INAP,5350300,6233000,7115800
G-4-14-II,G,4,14,II,KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK (SEDANG),3,B,SWASTA,INAP,7373300,8589900,9806500
G-4-14-III,G,4,14,III,KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK (BERAT),3,B,SWASTA,INAP,9377800,10925100,12472400
G-4-15-I,G,4,15,I,KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK (RINGAN),3,B,SWASTA,INAP,4371200,5092400,5813700
G-4-15-II,G,4,15,II,KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK (SEDANG),3,B,SWASTA,INAP,5216700,6077500,6938200
G-4-15-III,G,4,15,III,KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK (BERAT),3,B,SWASTA,INAP,7363000,8577900,9792800
G-4-16-I,G,4,16,I,ISKEMIK TRANSIENT (RINGAN),3,B,SWASTA,INAP,3603400,4198000,4792500
G-4-16-II,G,4,16,II,ISKEMIK TRANSIENT (SEDANG),3,B,SWASTA,INAP,4784100,5573400,6362800
G-4-16-III,G,4,16,III,ISKEMIK TRANSIENT (BERAT),3,B,SWASTA,INAP,6813500,7937700,9062000
G-4-17-I,G,4,17,I,GANGUAN PERSARAFAN KRANIAL DAN PERIFER (RINGAN),3,B,SWASTA,INAP,4799500,5591400,6383400
G-4-17-II,G,4,17,II,GANGUAN PERSARAFAN KRANIAL DAN PERIFER (SEDANG),3,B,SWASTA,INAP,6293300,7331600,8370000
G-4-17-III,G,4,17,III,GANGUAN PERSARAFAN KRANIAL DAN PERIFER (BERAT),3,B,SWASTA,INAP,8152300,9497400,10842600
G-4-18-I,G,4,18,I,INFEKSI BAKTERI SISTEM PERSARAFAN (RINGAN),3,B,SWASTA,INAP,5217100,6077900,6938700
G-4-18-II,G,4,18,II,INFEKSI BAKTERI SISTEM PERSARAFAN (SEDANG),3,B,SWASTA,INAP,7228300,8421000,9613700
G-4-18-III,G,4,18,III,INFEKSI BAKTERI SISTEM PERSARAFAN (BERAT),3,B,SWASTA,INAP,8008100,9329400,10650800
G-4-19-I,G,4,19,I,INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) (RINGAN),3,B,SWASTA,INAP,4132100,4813900,5495700
G-4-19-II,G,4,19,II,INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) (SEDANG),3,B,SWASTA,INAP,6665700,7765500,8865400
G-4-19-III,G,4,19,III,INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) (BERAT),3,B,SWASTA,INAP,9036300,10527200,12018200
G-4-20-I,G,4,20,I,MENINGITIS VIRUS (RINGAN),3,B,SWASTA,INAP,3510100,4089200,4668400
G-4-20-II,G,4,20,II,MENINGITIS VIRUS (SEDANG),3,B,SWASTA,INAP,5155100,6005700,6856300
G-4-20-III,G,4,20,III,MENINGITIS VIRUS (BERAT),3,B,SWASTA,INAP,8050600,9378900,10707200
G-4-21-I,G,4,21,I,KOMA & STUPOR NON TRAUMA (RINGAN),3,B,SWASTA,INAP,3471000,4043700,4616400
G-4-21-II,G,4,21,II,KOMA & STUPOR NON TRAUMA (SEDANG),3,B,SWASTA,INAP,5221900,6083500,6945100
G-4-21-III,G,4,21,III,KOMA & STUPOR NON TRAUMA (BERAT),3,B,SWASTA,INAP,5979200,6965700,7952300
G-4-22-I,G,4,22,I,SERANGAN KEJANG (RINGAN),3,B,SWASTA,INAP,2834200,3301800,3769500
G-4-22-II,G,4,22,II,SERANGAN KEJANG (SEDANG),3,B,SWASTA,INAP,3656900,4260200,4863600
G-4-22-III,G,4,22,III,SERANGAN KEJANG (BERAT),3,B,SWASTA,INAP,4940700,5756000,6571200
G-4-23-I,G,4,23,I,MIGREN DAN SAKIT KEPALA LAIN (RINGAN),3,B,SWASTA,INAP,2828100,3294700,3761300
G-4-23-II,G,4,23,II,MIGREN DAN SAKIT KEPALA LAIN ((SEDANG),3,B,SWASTA,INAP,3548200,4133700,4719100
G-4-23-III,G,4,23,III,MIGREN DAN SAKIT KEPALA LAIN (BERAT),3,B,SWASTA,INAP,5052300,5885900,6719500
G-4-24-I,G,4,24,I,TRAUMA KEPALA (RINGAN),3,B,SWASTA,INAP,3261500,3799700,4337800
G-4-24-II,G,4,24,II,TRAUMA KEPALA (SEDANG),3,B,SWASTA,INAP,4476700,5215300,5953900
G-4-24-III,G,4,24,III,TRAUMA KEPALA (BERAT),3,B,SWASTA,INAP,6759100,7874400,8989600
G-4-25-I,G,4,25,I,GEGAR OTAK (RINGAN),3,B,SWASTA,INAP,2699200,3144600,3590000
G-4-25-II,G,4,25,II,GEGAR OTAK (SEDANG),3,B,SWASTA,INAP,3577400,4167600,4757900
G-4-25-III,G,4,25,III,GEGAR OTAK (BERAT),3,B,SWASTA,INAP,4510800,5255000,5999300
G-4-26-I,G,4,26,I,GANGGUAN - PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (RINGAN),3,B,SWASTA,INAP,3828200,4459900,5091500
G-4-26-II,G,4,26,II,GANGGUAN - PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (SEDANG),3,B,SWASTA,INAP,4591500,5349100,6106700
G-4-26-III,G,4,26,III,GANGGUAN - PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (BERAT),3,B,SWASTA,INAP,6659000,7757800,8856500
H-1-20-I,H,1,20,I,PROSEDUR EKSTRAOKULER DAN ORBITA (RINGAN),3,B,SWASTA,INAP,10865800,12658600,14451500
H-1-20-II,H,1,20,II,PROSEDUR EKSTRAOKULER DAN ORBITA (SEDANG),3,B,SWASTA,INAP,12008400,13989800,15971200
H-1-20-III,H,1,20,III,PROSEDUR EKSTRAOKULER DAN ORBITA (BERAT),3,B,SWASTA,INAP,16330500,19025100,21719600
H-1-30-I,H,1,30,I,PROSEDUR LENSA DAN INTRA OKULER (RINGAN),3,B,SWASTA,INAP,7954800,9267300,10579800
H-1-30-II,H,1,30,II,PROSEDUR LENSA DAN INTRA OKULER (SEDANG),3,B,SWASTA,INAP,9883000,11513700,13144400
H-1-30-III,H,1,30,III,PROSEDUR LENSA DAN INTRA OKULER (BERAT),3,B,SWASTA,INAP,13842600,16126600,18410600
H-4-10-I,H,4,10,I,INFEKSI MATA AKUT MAYOR (RINGAN),3,B,SWASTA,INAP,3644400,4245700,4847000
H-4-10-II,H,4,10,II,INFEKSI MATA AKUT MAYOR (SEDANG),3,B,SWASTA,INAP,4944100,5759900,6575700
H-4-10-III,H,4,10,III,INFEKSI MATA AKUT MAYOR (BERAT),3,B,SWASTA,INAP,9718800,11322400,12926000
H-4-11-I,H,4,11,I,GANGGUAN PERSARAFAN MATA (RINGAN),3,B,SWASTA,INAP,3178700,3703200,4227700
H-4-11-II,H,4,11,II,GANGGUAN PERSARAFAN MATA (SEDANG),3,B,SWASTA,INAP,3587600,4179600,4771500
H-4-11-III,H,4,11,III,GANGGUAN PERSARAFAN MATA (BERAT),3,B,SWASTA,INAP,5136700,5984300,6831800
H-4-12-I,H,4,12,I,GANGGUAN MATA LAIN-LAIN (RINGAN),3,B,SWASTA,INAP,3707800,4319500,4931300
H-4-12-II,H,4,12,II,GANGGUAN MATA LAIN-LAIN (SEDANG),3,B,SWASTA,INAP,4567500,5321100,6074800
H-4-12-III,H,4,12,III,GANGGUAN MATA LAIN-LAIN (BERAT),3,B,SWASTA,INAP,7654400,8917300,10180300
I-1-02-I,I,1,2,I,PROSEDUR KATUP JANTUNG DENGAN KATETERISASI (RINGAN),3,B,SWASTA,INAP,61082300,71160800,81239400
I-1-02-II,I,1,2,II,PROSEDUR KATUP JANTUNG DENGAN KATETERISASI (SEDANG),3,B,SWASTA,INAP,76107300,88665000,101222700
I-1-02-III,I,1,2,III,PROSEDUR KATUP JANTUNG DENGAN KATETERISASI (BERAT),3,B,SWASTA,INAP,91765800,106907100,122048500
I-1-03-I,I,1,3,I,OPERASI KARDIOTORASIK KOMPLEKS PADA JANTUNG ANOMALI (RINGAN),3,B,SWASTA,INAP,31576100,36786200,41996200
I-1-03-II,I,1,3,II,OPERASI KARDIOTORASIK KOMPLEKS PADA JANTUNG ANOMALI (SEDANG),3,B,SWASTA,INAP,48877700,56942500,65007300
I-1-03-III,I,1,3,III,OPERASI KARDIOTORASIK KOMPLEKS PADA JANTUNG ANOMALI (BERAT),3,B,SWASTA,INAP,59177100,68941300,78705600
G-1-30-I,G,1,30,I,PROSEDUR TULANG BELAKANG (RINGAN),3,B,SWASTA,INAP,18122500,21112800,24103000
G-1-30-II,G,1,30,II,PROSEDUR TULANG BELAKANG (SEDANG),3,B,SWASTA,INAP,26946300,31392500,35838600
G-1-30-III,G,1,30,III,PROSEDUR TULANG BELAKANG (BERAT),3,B,SWASTA,INAP,37181400,43316300,49451300
G-4-10-I,G,4,10,I,KECEDERAAN & GANGGUAN TULANG BELAKANG (RINGAN),3,B,SWASTA,INAP,4520400,5266200,6012100
G-4-10-II,G,4,10,II,KECEDERAAN & GANGGUAN TULANG BELAKANG (SEDANG),3,B,SWASTA,INAP,5525400,6437100,7348800
G-4-10-III,G,4,10,III,KECEDERAAN & GANGGUAN TULANG BELAKANG (BERAT),3,B,SWASTA,INAP,7816300,9106000,10395600
G-4-11-I,G,4,11,I,TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF (RINGAN),3,B,SWASTA,INAP,4878500,5683500,6488400
G-4-11-II,G,4,11,II,TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF (SEDANG),3,B,SWASTA,INAP,6480400,7549700,8619000
G-4-11-III,G,4,11,III,TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF (BERAT),3,B,SWASTA,INAP,9521900,11093000,12664100
G-4-12-I,G,4,12,I,SKLEROSIS MULTIPLE & ATAXIA CEREBELAR (RINGAN),3,B,SWASTA,INAP,5476200,6379800,7283300
G-4-12-II,G,4,12,II,SKLEROSIS MULTIPLE & ATAXIA CEREBELAR (SEDANG),3,B,SWASTA,INAP,7548500,8794000,10039500
G-4-12-III,G,4,12,III,SKLEROSIS MULTIPLE & ATAXIA CEREBELAR (BERAT),3,B,SWASTA,INAP,12186200,14196900,16207600
G-4-13-I,G,4,13,I,PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK (RINGAN),3,B,SWASTA,INAP,4435700,5167600,5899500
G-4-13-II,G,4,13,II,PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK (SEDANG),3,B,SWASTA,INAP,6079900,7083000,8086200
G-4-13-III,G,4,13,III,PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK (BERAT),3,B,SWASTA,INAP,7615500,8872100,10128600
G-4-14-I,G,4,14,I,KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK (RINGAN),3,B,SWASTA,INAP,5350300,6233000,7115800
G-4-14-II,G,4,14,II,KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK (SEDANG),3,B,SWASTA,INAP,7373300,8589900,9806500
G-4-14-III,G,4,14,III,KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK (BERAT),3,B,SWASTA,INAP,9377800,10925100,12472400
G-4-15-I,G,4,15,I,KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK (RINGAN),3,B,SWASTA,INAP,4371200,5092400,5813700
G-4-15-II,G,4,15,II,KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK (SEDANG),3,B,SWASTA,INAP,5216700,6077500,6938200
G-4-15-III,G,4,15,III,KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK (BERAT),3,B,SWASTA,INAP,7363000,8577900,9792800
G-4-16-I,G,4,16,I,ISKEMIK TRANSIENT (RINGAN),3,B,SWASTA,INAP,3603400,4198000,4792500
G-4-16-II,G,4,16,II,ISKEMIK TRANSIENT (SEDANG),3,B,SWASTA,INAP,4784100,5573400,6362800
G-4-16-III,G,4,16,III,ISKEMIK TRANSIENT (BERAT),3,B,SWASTA,INAP,6813500,7937700,9062000
G-4-17-I,G,4,17,I,GANGUAN PERSARAFAN KRANIAL DAN PERIFER (RINGAN),3,B,SWASTA,INAP,4799500,5591400,6383400
G-4-17-II,G,4,17,II,GANGUAN PERSARAFAN KRANIAL DAN PERIFER (SEDANG),3,B,SWASTA,INAP,6293300,7331600,8370000
G-4-17-III,G,4,17,III,GANGUAN PERSARAFAN KRANIAL DAN PERIFER (BERAT),3,B,SWASTA,INAP,8152300,9497400,10842600
G-4-18-I,G,4,18,I,INFEKSI BAKTERI SISTEM PERSARAFAN (RINGAN),3,B,SWASTA,INAP,5217100,6077900,6938700
G-4-18-II,G,4,18,II,INFEKSI BAKTERI SISTEM PERSARAFAN (SEDANG),3,B,SWASTA,INAP,7228300,8421000,9613700
G-4-18-III,G,4,18,III,INFEKSI BAKTERI SISTEM PERSARAFAN (BERAT),3,B,SWASTA,INAP,8008100,9329400,10650800
G-4-19-I,G,4,19,I,INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) (RINGAN),3,B,SWASTA,INAP,4132100,4813900,5495700
G-4-19-II,G,4,19,II,INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) (SEDANG),3,B,SWASTA,INAP,6665700,7765500,8865400
G-4-19-III,G,4,19,III,INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) (BERAT),3,B,SWASTA,INAP,9036300,10527200,12018200
G-4-20-I,G,4,20,I,MENINGITIS VIRUS (RINGAN),3,B,SWASTA,INAP,3510100,4089200,4668400
G-4-20-II,G,4,20,II,MENINGITIS VIRUS (SEDANG),3,B,SWASTA,INAP,5155100,6005700,6856300
G-4-20-III,G,4,20,III,MENINGITIS VIRUS (BERAT),3,B,SWASTA,INAP,8050600,9378900,10707200
G-4-21-I,G,4,21,I,KOMA & STUPOR NON TRAUMA (RINGAN),3,B,SWASTA,INAP,3471000,4043700,4616400
G-4-21-II,G,4,21,II,KOMA & STUPOR NON TRAUMA (SEDANG),3,B,SWASTA,INAP,5221900,6083500,6945100
G-4-21-III,G,4,21,III,KOMA & STUPOR NON TRAUMA (BERAT),3,B,SWASTA,INAP,5979200,6965700,7952300
G-4-22-I,G,4,22,I,SERANGAN KEJANG (RINGAN),3,B,SWASTA,INAP,2834200,3301800,3769500
G-4-22-II,G,4,22,II,SERANGAN KEJANG (SEDANG),3,B,SWASTA,INAP,3656900,4260200,4863600
G-4-22-III,G,4,22,III,SERANGAN KEJANG (BERAT),3,B,SWASTA,INAP,4940700,5756000,6571200
G-4-23-I,G,4,23,I,MIGREN DAN SAKIT KEPALA LAIN (RINGAN),3,B,SWASTA,INAP,2828100,3294700,3761300
G-4-23-II,G,4,23,II,MIGREN DAN SAKIT KEPALA LAIN ((SEDANG),3,B,SWASTA,INAP,3548200,4133700,4719100
G-4-23-III,G,4,23,III,MIGREN DAN SAKIT KEPALA LAIN (BERAT),3,B,SWASTA,INAP,5052300,5885900,6719500
G-4-24-I,G,4,24,I,TRAUMA KEPALA (RINGAN),3,B,SWASTA,INAP,3261500,3799700,4337800
G-4-24-II,G,4,24,II,TRAUMA KEPALA (SEDANG),3,B,SWASTA,INAP,4476700,5215300,5953900
G-4-24-III,G,4,24,III,TRAUMA KEPALA (BERAT),3,B,SWASTA,INAP,6759100,7874400,8989600
G-4-25-I,G,4,25,I,GEGAR OTAK (RINGAN),3,B,SWASTA,INAP,2699200,3144600,3590000
G-4-25-II,G,4,25,II,GEGAR OTAK (SEDANG),3,B,SWASTA,INAP,3577400,4167600,4757900
G-4-25-III,G,4,25,III,GEGAR OTAK (BERAT),3,B,SWASTA,INAP,4510800,5255000,5999300
G-4-26-I,G,4,26,I,GANGGUAN - PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (RINGAN),3,B,SWASTA,INAP,3828200,4459900,5091500
G-4-26-II,G,4,26,II,GANGGUAN - PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (SEDANG),3,B,SWASTA,INAP,4591500,5349100,6106700
G-4-26-III,G,4,26,III,GANGGUAN - PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (BERAT),3,B,SWASTA,INAP,6659000,7757800,8856500
H-1-20-I,H,1,20,I,PROSEDUR EKSTRAOKULER DAN ORBITA (RINGAN),3,B,SWASTA,INAP,10865800,12658600,14451500
H-1-20-II,H,1,20,II,PROSEDUR EKSTRAOKULER DAN ORBITA (SEDANG),3,B,SWASTA,INAP,12008400,13989800,15971200
H-1-20-III,H,1,20,III,PROSEDUR EKSTRAOKULER DAN ORBITA (BERAT),3,B,SWASTA,INAP,16330500,19025100,21719600
H-1-30-I,H,1,30,I,PROSEDUR LENSA DAN INTRA OKULER (RINGAN),3,B,SWASTA,INAP,7954800,9267300,10579800
H-1-30-II,H,1,30,II,PROSEDUR LENSA DAN INTRA OKULER (SEDANG),3,B,SWASTA,INAP,9883000,11513700,13144400
H-1-30-III,H,1,30,III,PROSEDUR LENSA DAN INTRA OKULER (BERAT),3,B,SWASTA,INAP,13842600,16126600,18410600
H-4-10-I,H,4,10,I,INFEKSI MATA AKUT MAYOR (RINGAN),3,B,SWASTA,INAP,3644400,4245700,4847000
H-4-10-II,H,4,10,II,INFEKSI MATA AKUT MAYOR (SEDANG),3,B,SWASTA,INAP,4944100,5759900,6575700
H-4-10-III,H,4,10,III,INFEKSI MATA AKUT MAYOR (BERAT),3,B,SWASTA,INAP,9718800,11322400,12926000
H-4-11-I,H,4,11,I,GANGGUAN PERSARAFAN MATA (RINGAN),3,B,SWASTA,INAP,3178700,3703200,4227700
H-4-11-II,H,4,11,II,GANGGUAN PERSARAFAN MATA (SEDANG),3,B,SWASTA,INAP,3587600,4179600,4771500
H-4-11-III,H,4,11,III,GANGGUAN PERSARAFAN MATA (BERAT),3,B,SWASTA,INAP,5136700,5984300,6831800
H-4-12-I,H,4,12,I,GANGGUAN MATA LAIN-LAIN (RINGAN),3,B,SWASTA,INAP,3707800,4319500,4931300
H-4-12-II,H,4,12,II,GANGGUAN MATA LAIN-LAIN (SEDANG),3,B,SWASTA,INAP,4567500,5321100,6074800
H-4-12-III,H,4,12,III,GANGGUAN MATA LAIN-LAIN (BERAT),3,B,SWASTA,INAP,7654400,8917300,10180300
I-1-02-I,I,1,2,I,PROSEDUR KATUP JANTUNG DENGAN KATETERISASI (RINGAN),3,B,SWASTA,INAP,61082300,71160800,81239400
I-1-02-II,I,1,2,II,PROSEDUR KATUP JANTUNG DENGAN KATETERISASI (SEDANG),3,B,SWASTA,INAP,76107300,88665000,101222700
I-1-02-III,I,1,2,III,PROSEDUR KATUP JANTUNG DENGAN KATETERISASI (BERAT),3,B,SWASTA,INAP,91765800,106907100,122048500
I-1-03-I,I,1,3,I,OPERASI KARDIOTORASIK KOMPLEKS PADA JANTUNG ANOMALI (RINGAN),3,B,SWASTA,INAP,31576100,36786200,41996200
I-1-03-II,I,1,3,II,OPERASI KARDIOTORASIK KOMPLEKS PADA JANTUNG ANOMALI (SEDANG),3,B,SWASTA,INAP,48877700,56942500,65007300
I-1-03-III,I,1,3,III,OPERASI KARDIOTORASIK KOMPLEKS PADA JANTUNG ANOMALI (BERAT),3,B,SWASTA,INAP,59177100,68941300,78705600
I-1-04-I,I,1,4,I,PROSEDUR KATUP JANTUNG TANPA KATETERISASI JANTUNG (RINGAN),3,B,SWASTA,INAP,59260100,69038000,78815900
I-1-04-II,I,1,4,II,PROSEDUR KATUP JANTUNG TANPA KATETERISASI JANTUNG (SEDANG),3,B,SWASTA,INAP,73948400,86149900,98351400
I-1-04-III,I,1,4,III,PROSEDUR KATUP JANTUNG TANPA KATETERISASI JANTUNG (BERAT),3,B,SWASTA,INAP,89051400,103744800,118438300
I-1-05-I,I,1,5,I,PEMBEDAHAN BYPASS PEMBULUH KORONER DENGAN KATETERISASI JANTUNG (RINGAN),3,B,SWASTA,INAP,70335700,81941100,93546400
I-1-05-II,I,1,5,II,PEMBEDAHAN BYPASS PEMBULUH KORONER DENGAN KATETERISASI JANTUNG (SEDANG),3,B,SWASTA,INAP,80851800,94192400,107532900
I-1-05-III,I,1,5,III,PEMBEDAHAN BYPASS PEMBULUH KORONER DENGAN KATETERISASI JANTUNG (BERAT),3,B,SWASTA,INAP,103200800,120228900,137257000
I-1-06-I,I,1,6,I,PROSEDUR KARDIOTORASIK LAIN (RINGAN),3,B,SWASTA,INAP,34825300,40571500,46317700
I-1-06-II,I,1,6,II,PROSEDUR KARDIOTORASIK LAIN (SEDANG),3,B,SWASTA,INAP,53629600,62478400,71327300
I-1-06-III,I,1,6,III,PROSEDUR KARDIOTORASIK LAIN (BERAT),3,B,SWASTA,INAP,64433200,75064700,85696200
I-1-07-I,I,1,7,I,PROSEDUR BYPASS KORONER TANPA KATETERISASI JANTUNG (RINGAN),3,B,SWASTA,INAP,58248400,67859300,77470300
I-1-07-II,I,1,7,II,PROSEDUR BYPASS KORONER TANPA KATETERISASI JANTUNG (SEDANG),3,B,SWASTA,INAP,70730100,82400600,94071100
I-1-07-III,I,1,7,III,PROSEDUR BYPASS KORONER TANPA KATETERISASI JANTUNG (BERAT),3,B,SWASTA,INAP,97171800,113205100,129238400
I-1-11-I,I,1,11,I,DEFIBRILATOR JANTUNG DAN PEMASANGAN SISTEM BANTUAN JANTUNG (RINGAN),3,B,SWASTA,INAP,4787500,5577400,6367400
I-1-11-II,I,1,11,II,DEFIBRILATOR JANTUNG DAN PEMASANGAN SISTEM BANTUAN JANTUNG (SEDANG),3,B,SWASTA,INAP,5564000,6482100,7400100
I-1-11-III,I,1,11,III,DEFIBRILATOR JANTUNG DAN PEMASANGAN SISTEM BANTUAN JANTUNG (BERAT),3,B,SWASTA,INAP,7121400,8296400,9471400
I-1-12-I,I,1,12,I,PROSEDUR PEMBULUH DARAH TORASIK KOMPLEKS (RINGAN),3,B,SWASTA,INAP,13075800,15233300,17390800
I-1-12-II,I,1,12,II,PROSEDUR PEMBULUH DARAH TORASIK KOMPLEKS (SEDANG),3,B,SWASTA,INAP,20354200,23712600,27071000
I-1-12-III,I,1,12,III,PROSEDUR PEMBULUH DARAH TORASIK KOMPLEKS (BERAT),3,B,SWASTA,INAP,27737300,32314000,36890600
I-1-13-I,I,1,13,I,PROSEDUR PEMBULUH DARAH ABDOMINAL KOMPLEK (RINGAN),3,B,SWASTA,INAP,13079500,15237600,17395700
I-1-13-II,I,1,13,II,PROSEDUR PEMBULUH DARAH ABDOMINAL KOMPLEK (SEDANG),3,B,SWASTA,INAP,18493600,21545000,24596400
I-1-13-III,I,1,13,III,PROSEDUR PEMBULUH DARAH ABDOMINAL KOMPLEK (BERAT),3,B,SWASTA,INAP,22634300,26368900,30103600
I-1-14-I,I,1,14,I,PEMASANGAN PACEMAKER JANTUNG PERMANEN (RINGAN),3,B,SWASTA,INAP,27774600,32357400,36940200
I-1-14-II,I,1,14,II,PEMASANGAN PACEMAKER JANTUNG PERMANEN (SEDANG),3,B,SWASTA,INAP,32881700,38307200,43732700
I-1-14-III,I,1,14,III,PEMASANGAN PACEMAKER JANTUNG PERMANEN (BERAT),3,B,SWASTA,INAP,41541200,48395500,55249800
I-1-15-I,I,1,15,I,KATETERISASI JANTUNG (RINGAN),3,B,SWASTA,INAP,5330300,6209800,7089300
I-1-15-II,I,1,15,II,KATETERISASI JANTUNG (SEDANG),3,B,SWASTA,INAP,6767000,7883500,9000100
I-1-15-III,I,1,15,III,KATETERISASI JANTUNG (BERAT),3,B,SWASTA,INAP,13030600,15180600,17330700
I-1-16-I,I,1,16,I,REVISI DEFIBRILATOR & PACEMAKER JANTUNG TIDAK TERMASUK PENGGANTIAN ALAT (RINGAN),3,B,SWASTA,INAP,12185100,14195700,16206200
I-1-16-II,I,1,16,II,REVISI DEFIBRILATOR & PACEMAKER JANTUNG TIDAK TERMASUK PENGGANTIAN ALAT (SEDANG),3,B,SWASTA,INAP,28422600,33112300,37802100
I-1-16-III,I,1,16,III,REVISI DEFIBRILATOR & PACEMAKER JANTUNG TIDAK TERMASUK PENGGANTIAN ALAT (BERAT),3,B,SWASTA,INAP,32785000,38194600,43604100
I-1-17-I,I,1,17,I,LIGASI DAN STRIPPING PEMBULUH DARAH VENA (RINGAN),3,B,SWASTA,INAP,14545600,16945600,19345600
I-1-17-II,I,1,17,II,LIGASI DAN STRIPPING PEMBULUH DARAH VENA (SEDANG),3,B,SWASTA,INAP,18212400,21217500,24222500
I-1-17-III,I,1,17,III,LIGASI DAN STRIPPING PEMBULUH DARAH VENA (BERAT),3,B,SWASTA,INAP,22528500,26245700,29962800
I-1-20-I,I,1,20,I,PROSEDUR SISTIM PEREDARAN DARAH LAIN-LAIN (RINGAN),3,B,SWASTA,INAP,16395300,19100600,21805800
I-1-20-II,I,1,20,II,PROSEDUR SISTIM PEREDARAN DARAH LAIN-LAIN (SEDANG),3,B,SWASTA,INAP,20484300,23864200,27244100
I-1-20-III,I,1,20,III,PROSEDUR SISTIM PEREDARAN DARAH LAIN-LAIN (BERAT),3,B,SWASTA,INAP,26917600,31359000,35800400
I-1-30-I,I,1,30,I,PENGGANTIAN ALAT DEFIBRILATOR DAN PACEMAKER JANTUNG (RINGAN),3,B,SWASTA,INAP,22126100,25776900,29427700
I-1-30-II,I,1,30,II,PENGGANTIAN ALAT DEFIBRILATOR DAN PACEMAKER JANTUNG (SEDANG),3,B,SWASTA,INAP,29281900,34113400,38944900
I-1-30-III,I,1,30,III,PENGGANTIAN ALAT DEFIBRILATOR DAN PACEMAKER JANTUNG (BERAT),3,B,SWASTA,INAP,40110600,46728800,53347100
I-1-40-I,I,1,40,I,PROSEDUR KARDIOVASKULAR PERKUTAN (RINGAN),3,B,SWASTA,INAP,13054900,15208900,17363000
